id,band_1,band_2,inc_angle
f5e6ceb4,"[[-20.690922 -21.178055 -17.996841 ... -21.869438 -21.174141 -18.109518]
 [-17.436377 -16.413271 -17.01248  ... -18.844086 -18.109573 -15.93968 ]
 [-17.328476 -14.749592 -15.852642 ... -19.235996 -15.581504 -14.056512]
 ...
 [-19.792187 -21.013212 -17.997448 ... -14.826393 -14.205654 -15.940286]
 [-15.853415 -18.848606 -21.347324 ... -14.205709 -14.205654 -17.113195]
 [-17.013254 -19.107906 -20.691475 ... -17.65303  -16.12521  -17.009228]]","[[-26.250217 -27.198654 -27.893841 ... -25.951839 -26.246246 -26.246193]
 [-25.955751 -26.554962 -28.26351  ... -25.951839 -26.866932 -28.645699]
 [-26.555016 -29.053736 -30.392616 ... -26.246302 -25.666973 -28.645699]
 ...
 [-26.87151  -25.671494 -27.199207 ... -29.919796 -26.867538 -27.535957]
 [-29.923767 -27.539982 -26.871454 ... -23.673576 -23.029827 -23.029774]
 [-31.416439 -28.264227 -27.199261 ... -25.667688 -23.029882 -22.239656]]",38.9177
7bdbbc72,"[[-18.546322 -20.079048 -23.600918 ... -23.158484 -24.57015  -21.04837 ]
 [-18.546322 -19.209734 -20.079094 ... -24.570105 -25.096729 -25.096775]
 [-19.209688 -19.348711 -18.938322 ... -21.048281 -25.096729 -26.900307]
 ...
 [-21.941927 -20.549252 -17.467358 ... -24.57069  -21.758356 -24.318998]
 [-19.780087 -17.244631 -19.210407 ... -21.945112 -20.393059 -20.552483]
 [-21.572304 -21.393251 -19.210407 ... -22.735327 -19.931797 -19.931797]]","[[-27.592276 -31.674719 -30.587612 ... -32.920815 -28.755342 -27.240973]
 [-27.961943 -30.091095 -29.175989 ... -29.624613 -25.951769 -30.094322]
 [-28.348047 -29.621471 -30.091141 ... -29.624613 -25.951769 -27.240973]
 ...
 [-29.622011 -28.348675 -25.369938 ... -30.59129  -30.591335 -31.117958]
 [-27.592903 -25.949213 -25.949257 ... -26.900803 -32.921444 -35.200356]
 [-27.592903 -27.592947 -25.949257 ... -27.596088 -31.117958 -31.117958]]",42.5145
ef6d734e,"[[-21.468447 -20.836536 -16.966305 ... -16.312725 -15.130368 -15.617626]
 [-20.536995 -18.337833 -17.892376 ... -18.573587 -15.051833 -14.594646]
 [-18.224291 -18.224291 -18.929008 ... -18.933054 -14.744337 -14.594646]
 ...
 [-15.870515 -15.956944 -16.31159  ... -20.692509 -22.157215 -23.496225]
 [-15.870515 -17.680737 -18.004543 ... -17.170753 -19.83761  -17.271311]
 [-19.306835 -19.306835 -19.698818 ... -14.97685  -17.071556 -17.271311]]","[[-26.706005 -27.010876 -26.411682 ... -26.71019  -27.999422 -27.999493]
 [-27.995234 -27.654638 -24.132883 ... -25.587942 -27.331018 -31.349384]
 [-27.32683  -27.32683  -26.411751 ... -28.353996 -27.015133 -31.349384]
 ...
 [-27.998142 -26.129707 -29.108561 ... -25.079706 -25.079777 -26.133976]
 [-27.998142 -29.512627 -25.327507 ... -22.705982 -27.333935 -25.85828 ]
 [-25.586735 -25.586735 -26.709126 ... -23.705532 -24.365538 -25.85828 ]]",34.4721
e9f69e5f,"[[-20.476225 -23.398838 -21.815266 ... -28.209192 -25.61657  -21.819031]
 [-20.79211  -23.618746 -23.398891 ... -25.616516 -23.402603 -23.188181]
 [-20.79211  -22.184883 -26.496929 ... -21.123684 -20.175245 -21.639936]
 ...
 [-19.592682 -20.023527 -21.120552 ... -21.64036  -22.380085 -26.501226]
 [-20.633261 -19.453756 -19.31702  ... -19.737684 -23.623043 -22.380138]
 [-22.571461 -22.376318 -20.476858 ... -20.027294 -21.464987 -22.38019 ]]","[[-28.205429 -29.419439 -27.481291 ... -27.839525 -27.144337 -27.485056]
 [-27.140518 -29.419439 -27.140625 ... -25.901325 -27.144337 -26.195896]
 [-27.481184 -29.419439 -28.995705 ... -26.500589 -26.816528 -30.338406]
 ...
 [-27.141047 -26.497406 -25.613386 ... -26.196323 -29.869263 -30.338938]
 [-25.613279 -24.076534 -26.497459 ... -24.080248 -26.817059 -27.840164]
 [-24.314463 -22.97558  -25.613386 ... -26.817059 -27.485588 -27.144974]]",39.6261
58b2aaa0,"[[-24.603676 -24.603714 -24.871029 ... -20.997234 -22.511684 -22.935509]
 [-19.267359 -21.909742 -21.349205 ... -20.825232 -23.612637 -22.935509]
 [-20.166702 -21.718836 -19.856533 ... -21.35181  -20.825268 -22.935509]
 ...
 [-23.153191 -25.432095 -25.432133 ... -22.51214  -23.613129 -27.018402]
 [-27.015684 -26.031361 -25.147324 ... -22.108109 -21.912952 -28.95664 ]
 [-22.105429 -22.509535 -24.34498  ... -21.912914 -22.512215 -25.150005]]","[[-24.870956 -24.092632 -20.653963 ... -23.850584 -25.728712 -24.347132]
 [-25.146721 -22.718315 -20.653963 ... -23.612598 -23.381001 -24.873711]
 [-25.725994 -24.092632 -24.60375  ... -22.720957 -22.307302 -24.873711]
 ...
 [-24.093122 -27.370296 -28.126104 ... -21.72197  -22.307795 -23.613167]
 [-25.726524 -25.726562 -24.60428  ... -22.935963 -24.606922 -24.874239]
 [-24.871483 -22.509535 -20.65449  ... -24.095802 -25.72924  -25.729279]]",45.2859
28de1d17,"[[-20.080898 -21.047037 -22.329433 ... -17.471783 -19.214832 -20.553814]
 [-19.781401 -19.929926 -18.173363 ... -19.353764 -19.353807 -20.394432]
 [-19.350607 -18.676991 -15.026526 ... -16.613264 -18.055037 -20.716213]
 ...
 [ -7.631069  -8.311226 -12.031868 ... -18.552052 -17.817638 -17.935862]
 [ -8.350574  -8.002362 -12.031868 ... -16.411842 -16.021446 -17.032619]
 [ -6.603981  -6.766994 -11.619577 ... -16.214428 -15.28957  -15.115891]]","[[-25.371162 -27.239639 -30.589506 ... -25.374363 -25.374409 -23.606014]
 [-27.239639 -29.177885 -28.350077 ... -28.353142 -28.353188 -25.374453]
 [-27.963884 -29.177885 -27.239731 ... -26.902176 -27.242887 -27.597507]
 ...
 [-23.157827 -24.317711 -25.656691 ... -24.076178 -24.831997 -27.243519]
 [-24.56945  -23.603399 -26.571842 ... -26.574953 -28.757887 -28.353865]
 [-23.834991 -24.569492 -27.240316 ... -24.076178 -27.967718 -27.967762]]",42.5376
51e96360,"[[-15.664158 -14.749093 -12.526169 ... -12.309725 -11.476993 -13.170589]
 [-15.043558 -14.394603  -9.366791 ... -13.353371 -10.854682 -12.147539]
 [-11.775069 -14.394603 -11.422635 ... -12.41976  -12.64401   -9.103367]
 ...
 [-10.806979 -10.806979 -12.872576 ... -10.7661   -11.991578  -9.572212]
 [ -9.177519 -12.529667 -13.47609  ...  -9.692488  -9.733068  -9.259259]
 [-11.230851 -12.092634 -12.092634 ...  -8.593546  -8.593546 -11.139999]]","[[-21.064072 -24.291517 -19.682625 ... -20.631069 -22.895796 -21.069279]
 [-30.312119 -24.077127 -20.626293 ... -20.774729 -21.374077 -24.516546]
 [-24.077127 -29.888418 -23.867903 ... -21.069193 -20.490005 -22.713099]
 ...
 [-24.295015 -24.295015 -20.2127   ... -23.086014 -24.745586 -27.093382]
 [-22.356815 -24.080624 -24.740715 ... -21.072697 -20.493507 -23.876442]
 [-24.295101 -26.233387 -26.233387 ... -22.899384 -22.899384 -21.377668]]",31.0434
e0323d3d,"[[-16.27931  -16.903269 -15.942125 ... -13.960443 -13.387628 -12.509604]
 [-15.151781 -14.28975  -14.497478 ... -14.57382  -14.716302 -13.326329]
 [-16.453033 -14.928184 -13.954433 ... -15.623392 -15.31044  -13.83    ]
 ...
 [-15.077621 -14.155074 -14.498522 ... -17.582584 -16.373055 -15.545288]
 [-16.721357 -14.498434 -14.088088 ... -15.083809 -15.70458  -15.785467]
 [-19.464821 -17.282019 -15.228858 ... -15.866851 -16.910498 -14.862204]]","[[-23.301487 -25.995544 -25.48455  ... -25.007887 -27.744734 -30.351496]
 [-22.386339 -24.544533 -23.301661 ... -24.550631 -23.907022 -24.330898]
 [-28.761513 -25.995544 -22.045843 ... -24.776249 -26.00173  -24.116419]
 ...
 [-25.002747 -24.771196 -24.545662 ... -22.393568 -23.308807 -22.931185]
 [-22.387381 -23.901882 -23.90197  ... -26.002689 -26.545822 -22.931185]
 [-22.215378 -23.302616 -25.737377 ... -25.743389 -24.117378 -23.117985]]",31.3431
68315739,"[[-15.073835 -13.846402 -12.421399 ... -11.055153 -11.006567 -11.006567]
 [-17.168543 -12.594546 -11.001287 ... -11.661391 -11.927111 -12.717358]
 [-12.711849 -13.581239 -11.247362 ... -12.776495 -13.203333 -13.203409]
 ...
 [-14.62146  -14.997532 -13.780309 ... -15.158001 -15.158001 -14.926438]
 [-14.997532 -14.261074 -16.23473  ... -12.427588 -13.71911  -15.723945]
 [-12.95238  -13.136615 -13.452576 ...  -9.0595   -10.175211 -10.535375]]","[[-26.230963 -23.802519 -27.115112 ... -21.912151 -22.808472 -22.808472]
 [-27.43092  -26.515846 -24.932297 ... -27.764088 -28.829071 -28.45948 ]
 [-28.453972 -28.454046 -24.237057 ... -24.46788  -25.182268 -25.434128]
 ...
 [-23.190048 -20.941603 -21.095413 ... -22.26054  -22.26054  -23.59955 ]
 [-23.803423 -23.389807 -25.177891 ... -23.599474 -24.243242 -25.435032]
 [-24.695065 -24.017975 -26.811293 ... -21.416586 -23.000286 -25.694332]]",34.0974
8996737e,"[[-27.380896 -26.685692 -25.157963 ... -29.412754 -29.412792 -29.41283 ]
 [-27.380896 -25.442734 -23.621162 ... -27.753269 -26.688396 -25.739941]
 [-25.442696 -25.442734 -23.389526 ... -26.044666 -24.884865 -24.617624]
 ...
 [-23.164284 -22.944414 -27.38143  ... -25.740326 -27.753765 -24.107   ]
 [-24.356037 -28.137199 -30.903292 ... -27.38406  -27.384098 -23.862312]
 [-26.042454 -28.137199 -28.965092 ... -27.029524 -23.862312 -23.624365]]","[[-25.737162 -28.540773 -27.026396 ... -25.445402 -25.160629 -23.392231]
 [-25.737162 -26.042    -28.136742 ... -24.617548 -25.739906 -24.884903]
 [-24.355543 -24.355581 -28.136742 ... -28.543442 -30.378885 -28.967302]
 ...
 [-31.463753 -25.737656 -27.38143  ... -24.106924 -24.106962 -25.161129]
 [-25.44319  -23.16436  -28.965092 ... -27.029486 -27.753765 -29.88291 ]
 [-25.737656 -23.16436  -24.10433  ... -25.740364 -26.0452   -27.029598]]",45.3704
e989ed98,"[[-20.779345 -20.200148 -17.878355 ... -20.205385 -20.066486 -16.872541]
 [-19.022739 -21.562464 -20.485029 ... -20.06641  -21.089535 -19.929771]
 [-19.397728 -21.240728 -21.084293 ... -20.205385 -19.276314 -17.567785]
 ...
 [-17.358685 -18.547503 -19.398624 ... -19.93037  -19.795778 -18.437847]
 [-19.146692 -19.023561 -20.061993 ... -19.795702 -21.40617  -20.936623]
 [-18.782198 -18.206837 -18.902153 ... -22.250122 -23.798443 -20.637154]]","[[-26.220673 -28.08918  -26.800097 ... -28.448997 -27.110136 -28.09457 ]
 [-25.677626 -25.677702 -28.089256 ... -24.92717  -25.950296 -26.226137]
 [-25.418327 -25.677702 -25.418476 ... -24.457548 -24.457624 -25.68309 ]
 ...
 [-23.792976 -24.00753  -24.684769 ... -25.424393 -25.951044 -27.11096 ]
 [-27.105494 -25.678448 -24.453133 ... -24.232677 -22.612087 -22.612162]
 [-26.22142  -25.419149 -24.684769 ... -24.232752 -23.798443 -24.012995]]",34.0048
f82ef974,"[[-23.721386 -23.959412 -25.837543 ... -26.788883 -26.145231 -25.840473]
 [-26.785954 -25.543037 -24.204142 ... -31.005951 -30.479412 -24.985432]
 [-26.142302 -26.142302 -23.044302 ... -27.853794 -26.461115 -23.047234]
 ...
 [-25.543573 -27.481813 -24.715803 ... -22.419559 -24.718689 -26.145849]
 [-25.543573 -23.490368 -23.04488  ... -23.962879 -25.546543 -26.145849]
 [-21.282078 -21.830883 -23.264788 ... -25.546503 -24.459391 -25.546587]]","[[-29.979971 -31.563637 -33.501877 ... -26.788883 -27.484167 -28.644047]
 [-29.064819 -30.476484 -31.003103 ... -27.853794 -28.239937 -28.644047]
 [-28.237009 -28.237009 -32.162941 ... -27.129551 -26.461115 -26.788967]
 ...
 [-30.477018 -27.851482 -27.851524 ... -26.461655 -26.789503 -30.480032]
 [-30.477018 -29.065439 -28.237627 ... -27.130129 -26.461695 -29.983561]
 [-26.78653  -26.786573 -27.127281 ... -29.513855 -28.240517 -31.006611]]",43.9252
388c5565,"[[-22.977081 -25.475922 -25.475922 ... -25.22051  -25.22051  -26.022923]
 [-27.546669 -28.241978 -25.743271 ... -24.968729 -24.028864 -24.486189]
 [-22.781952 -23.805067 -21.694931 ... -26.307732 -24.724174 -24.724174]
 ...
 [-20.731384 -19.198771 -21.201141 ... -25.482563 -22.983856 -22.048988]
 [-24.253277 -20.001116 -21.041763 ... -22.597685 -22.410954 -22.049055]
 [-22.979897 -23.179647 -23.384096 ... -20.735413 -23.387989 -23.38806 ]]","[[-26.598175 -26.598242 -26.598242 ... -23.180721 -23.180721 -25.747156]
 [-26.598175 -24.720152 -24.964907 ... -25.22051  -26.906996 -25.747223]
 [-24.720152 -24.024979 -28.242111 ... -27.55069  -27.222948 -27.222948]
 ...
 [-25.745884 -22.593792 -23.179647 ... -24.257172 -24.72686  -24.488876]
 [-25.47867  -25.745949 -24.484982 ... -26.310417 -26.310484 -22.788727]
 [-25.745949 -23.807816 -22.784834 ... -25.482632 -24.257305 -22.597887]]",35.2987
4bed2ea0,"[[-25.208393 -23.715767 -22.64212  ... -21.690023 -20.82938  -25.211946]
 [-22.442339 -24.681862 -25.484255 ... -25.487616 -23.059219 -23.273746]
 [-20.991325 -21.869484 -22.442436 ... -25.772423 -22.849913 -21.511024]
 ...
 [-24.186022 -22.847136 -26.369009 ... -20.830013 -20.198082 -22.060472]
 [-21.508152 -19.749096 -22.443115 ... -21.690708 -20.995514 -21.511707]
 [-18.286905 -18.045666 -20.043612 ... -21.164129 -21.873623 -20.830112]]","[[-26.684116 -26.368279 -27.012022 ... -24.188801 -27.356098 -25.211946]
 [-25.208393 -24.18539  -27.012022 ... -24.944571 -26.687622 -23.719275]
 [-26.063433 -24.43008  -28.076933 ... -26.066891 -23.719225 -22.250694]
 ...
 [-24.186022 -24.941843 -23.716497 ... -25.773106 -26.688305 -26.688354]
 [-23.056395 -24.430761 -24.430809 ... -24.685953 -26.067619 -25.488396]
 [-23.948038 -24.941843 -25.769747 ... -26.372372 -25.488346 -26.372469]]",41.1016
a47b7dee,"[[-20.983963 -18.986147 -18.636415 ... -18.87376  -20.410643 -19.608381]
 [-21.767006 -21.604731 -21.288927 ... -19.736898 -22.107071 -21.773043]
 [-20.128922 -21.604731 -22.997532 ... -19.356434 -21.140978 -20.84152 ]
 ...
 [-22.274115 -18.987139 -18.752455 ... -17.98311  -21.773952 -21.939486]
 [-21.933449 -21.289835 -22.274281 ... -19.482405 -19.737974 -22.280151]
 [-20.836475 -21.136101 -22.274281 ... -22.81743  -21.939404 -25.133503]]","[[-28.293722 -27.309444 -26.149689 ... -25.377033 -24.894444 -24.894524]
 [-29.017965 -28.293804 -23.997011 ... -27.315233 -27.315315 -25.888281]
 [-25.371162 -31.147156 -25.62311  ... -24.437101 -27.010517 -29.814175]
 ...
 [-25.372152 -26.426363 -26.150681 ... -24.218187 -25.378109 -24.218351]
 [-21.933449 -23.189346 -23.584311 ... -25.378027 -22.455549 -23.004396]
 [-22.274115 -22.102194 -22.449759 ... -26.156387 -23.390417 -22.634727]]",32.2297
a210f335,"[[-19.261189 -19.812914 -23.263891 ... -20.254799 -19.960388 -19.001974]
 [-18.252998 -18.253054 -21.894741 ... -22.853989 -21.89859  -20.716217]
 [-20.250895 -16.056953 -17.677675 ... -21.544016 -22.854101 -22.654472]
 ...
 [-21.716312 -20.55653  -18.618385 ... -22.655087 -19.96117  -19.265984]
 [-21.895411 -20.713036 -17.678455 ... -21.720274 -18.377602 -20.876431]
 [-21.034718 -21.368887 -17.567804 ... -21.720274 -18.499084 -21.03879 ]]","[[-25.149176 -26.271551 -27.560766 ... -29.502758 -27.564613 -27.919245]
 [-22.850086 -27.560711 -28.671114 ... -28.288801 -25.69618  -27.919245]
 [-25.149176 -25.149233 -25.977142 ... -25.420416 -25.153191 -25.696293]
 ...
 [-25.97781  -28.671837 -29.945276 ... -25.421141 -27.565395 -26.896976]
 [-24.394186 -24.394241 -27.561546 ... -27.22473  -26.276293 -25.697075]
 [-23.479034 -23.055305 -25.693113 ... -27.22473  -25.981827 -24.89473 ]]",38.7812
88bad85f,"[[-23.046648 -24.176275 -24.176323 ... -26.057158 -23.941132 -27.700987]
 [-22.433271 -21.498451 -23.706749 ... -23.483871 -24.179163 -23.483967]
 [-21.15097  -21.15097  -23.706749 ... -24.675634 -23.049536 -21.680435]
 ...
 [-22.435246 -27.004831 -25.761921 ... -24.425732 -26.363981 -27.702963]
 [-22.240047 -24.674768 -23.708723 ... -23.71147  -22.637821 -28.072681]
 [-22.634979 -24.934116 -24.934116 ... -24.67761  -22.637821 -25.480003]]","[[-25.199326 -23.706654 -25.199373 ... -26.677839 -26.057205 -29.730141]
 [-26.675051 -25.199373 -25.759998 ... -23.709492 -25.202213 -24.179211]
 [-27.002907 -27.002907 -25.759998 ... -23.709541 -21.863255 -23.049583]
 ...
 [-25.477064 -25.761873 -28.455891 ... -27.702868 -26.363981 -26.679914]
 [-28.069742 -25.201347 -26.361235 ... -22.637772 -24.181139 -25.204237]
 [-26.056385 -23.940361 -23.940361 ... -23.943155 -24.181139 -27.703014]]",41.4386
dd93047e,"[[-20.135279 -18.48196  -22.728102 ... -18.035355 -16.80714  -17.81834 ]
 [-17.601551 -15.811182 -20.420231 ... -17.711618 -19.337791 -27.688576]
 [-17.09346  -15.811182 -17.497671 ... -19.86437  -20.281446 -23.119061]
 ...
 [-19.998114 -21.664928 -20.137236 ... -19.731445 -25.619505 -24.625824]
 [-19.861324 -17.815296 -17.39669  ... -21.669645 -22.010384 -21.026096]
 [-19.594046 -18.71854  -17.499483 ... -19.731518 -18.7234   -18.037388]]","[[-25.353535 -26.735226 -26.735298 ... -21.50238  -22.732813 -22.00864 ]
 [-30.877665 -27.040026 -28.379032 ... -23.946697 -24.392298 -23.523056]
 [-31.374134 -27.040026 -22.919008 ... -25.617691 -27.04488  -26.160881]
 ...
 [-22.920673 -21.33712  -21.499554 ... -22.185791 -23.120729 -23.524872]
 [-22.181004 -20.567955 -22.729912 ... -21.504194 -21.838381 -23.320488]
 [-23.729248 -21.833593 -21.665003 ... -22.734627 -22.365032 -22.547972]]",34.0655
45ea7f74,"[[-20.820501 -21.148365 -22.404234 ... -17.630264 -20.50845  -20.665009]
 [-20.350878 -20.199871 -22.026527 ... -18.822031 -20.665009 -22.030361]
 [-21.14831  -22.213272 -22.026527 ... -16.986624 -18.822084 -22.030361]
 ...
 [-22.404881 -23.647896 -24.587879 ... -19.082088 -20.825146 -21.153009]
 [-22.213976 -21.665264 -21.317837 ... -16.987381 -20.987503 -23.008089]
 [-20.200573 -20.505426 -19.210972 ... -18.695986 -23.87735  -23.008089]]","[[-26.841103 -24.587069 -25.641251 ... -30.863178 -26.844933 -25.92984 ]
 [-26.841103 -24.342381 -25.098206 ... -29.897137 -26.844988 -29.451717]
 [-25.365376 -25.926006 -29.893414 ... -29.897137 -29.027878 -28.237761]
 ...
 [-27.864906 -25.926762 -26.841965 ... -25.369967 -25.102741 -27.868851]
 [-31.386734 -30.860207 -31.947414 ... -26.529806 -27.514221 -28.238518]
 [-28.234575 -29.894114 -29.448641 ... -25.93054  -27.514221 -29.02869 ]]",39.5095
f4982195,"[[-20.706846 -21.75045  -20.228691 ... -22.526127 -22.13129  -22.939907]
 [-20.228603 -19.485811 -18.045803 ... -22.326441 -21.753582 -21.570759]
 [-20.074865 -20.544533 -20.385199 ... -21.753582 -21.391663 -21.216228]
 ...
 [-22.128738 -22.128782 -22.128828 ... -23.154922 -22.327114 -19.489614]
 [-20.872921 -21.213634 -21.937922 ... -20.710604 -24.070118 -21.571386]
 [-24.56341  -25.090034 -25.09008  ... -19.209354 -24.31485  -22.940578]]","[[-26.892895 -25.365173 -25.650026 ... -28.347042 -27.960983 -29.174984]
 [-31.109962 -32.269848 -30.583475 ... -27.960938 -27.236738 -27.961027]
 [-26.892895 -27.957851 -28.748066 ... -26.568264 -28.34713  -32.273067]
 ...
 [-27.958431 -27.958477 -28.344624 ... -29.175522 -26.568892 -25.093212]
 [-26.565714 -26.893566 -28.748692 ... -26.568848 -30.090715 -29.17561 ]
 [-25.650562 -27.588808 -29.618006 ... -26.896698 -28.347757 -29.621183]]",42.559
08aa087c,"[[-23.821699 -21.322985 -21.157597 ... -19.125763 -17.805426 -19.940781]
 [-20.995117 -20.995178 -20.080088 ... -19.799425 -16.184761 -17.265818]
 [-22.973623 -25.013474 -21.839191 ... -20.529762 -16.27766  -16.562529]
 ...
 [-18.497004 -20.995838 -22.579521 ... -19.257042 -18.031708 -17.266479]
 [-15.998229 -21.323645 -24.279737 ... -18.381464 -16.563129 -16.66024 ]
 [-15.998229 -19.656902 -22.018948 ... -19.66111  -18.501331 -18.50139 ]]","[[-25.539991 -27.015778 -28.408556 ... -27.347792 -28.412762 -24.283344]
 [-23.821699 -23.821758 -25.540113 ... -28.798805 -28.412762 -24.52133 ]
 [-23.601791 -23.387375 -25.272835 ... -27.019981 -26.104893 -24.766018]
 ...
 [-24.279617 -26.395752 -26.700611 ... -30.072849 -29.62738  -28.413485]
 [-24.762291 -25.273436 -26.395813 ... -29.627321 -27.020704 -29.203655]
 [-24.762291 -26.101288 -27.016497 ... -28.043694 -25.820747 -26.70488 ]]",37.3661
77358b3e,"[[-17.234098 -19.958534 -19.089262 ... -20.758835 -19.092129 -18.955381]
 [-17.459719 -20.268776 -19.369476 ... -20.431025 -22.01469  -19.961485]
 [-15.800275 -15.895245 -17.929462 ... -18.955299 -23.483269 -18.688103]
 ...
 [-18.299622 -17.124104 -18.051519 ... -20.431599 -19.516489 -20.115795]
 [-17.810146 -16.695084 -17.810228 ... -16.491096 -17.932865 -20.928152]
 [-17.460333 -15.895817 -16.386717 ... -18.054348 -20.431681 -20.431681]]","[[-27.841434 -32.153469 -26.448795 ... -29.97345  -27.474716 -26.451706]
 [-29.970541 -29.970581 -27.471848 ... -27.120098 -27.12014  -26.135822]
 [-24.973032 -26.448795 -29.055515 ... -25.251665 -26.13578  -28.23053 ]
 ...
 [-33.492981 -33.493019 -34.248833 ... -25.831512 -25.831554 -25.53713 ]
 [-27.842047 -29.056046 -30.467709 ... -23.715439 -25.252281 -30.470579]
 [-24.195244 -26.133484 -27.117886 ... -27.844959 -27.47533  -27.47533 ]]",43.9888
15b788fb,"[[-17.615459 -16.069567 -18.198723 ... -23.093136 -23.984829 -20.701036]
 [-18.443314 -18.568342 -24.464012 ... -21.723988 -23.984829 -22.284662]
 [-19.638676 -19.49749  -20.53812  ... -21.906906 -21.544991 -19.785936]
 ...
 [-19.497988 -20.382111 -23.750248 ... -19.362549 -17.848186 -18.572479]
 [-18.824326 -19.639275 -21.541998 ... -18.827866 -19.091145 -19.642864]
 [-17.844597 -17.17617  -17.504028 ... -21.197958 -21.545488 -21.37006 ]]","[[-28.49682  -24.715746 -24.464012 ... -27.390013 -27.390062 -27.390114]
 [-25.51804  -24.715746 -24.464012 ... -27.390013 -25.521629 -26.721638]
 [-24.463913 -25.518089 -24.715796 ... -28.114307 -28.50046  -26.405802]
 ...
 [-24.464458 -22.676502 -26.718645 ... -26.722086 -26.40625  -25.522228]
 [-24.975544 -23.304672 -26.718645 ... -27.39056  -27.745188 -25.807035]
 [-26.09786  -24.975594 -27.741697 ... -27.39056  -28.500957 -25.24646 ]]",41.2023
4e7a22f6,"[[-12.01531  -13.835239 -14.728732 ...  -7.562164  -8.186457  -8.71312 ]
 [-14.728647 -13.835239 -19.662178 ...  -7.562164  -6.891426  -7.343218]
 [-16.757801 -18.036079 -13.025384 ...  -5.973341  -6.77492   -8.289418]
 ...
 [-16.14365  -19.169086 -11.504837 ... -12.683775 -10.34367   -9.277166]
 [-15.891952 -16.403118 -16.403118 ... -10.977297 -10.977297 -10.343754]
 [-12.287794 -13.148573 -11.504922 ...  -9.917806  -8.466877 -11.312502]]","[[-22.508266 -22.687447 -21.99229  ... -21.509922 -25.19121  -27.374184]
 [-22.508352 -22.687447 -23.642988 ... -21.509922 -22.165855 -23.062189]
 [-22.508352 -21.505104 -22.161037 ... -21.510006 -20.754318 -19.667252]
 ...
 [-22.873695 -21.830219 -20.752796 ... -25.950367 -24.956699 -23.256567]
 [-25.434378 -21.667948 -21.667948 ... -25.950453 -25.950453 -23.651447]
 [-22.690914 -26.488588 -24.274708 ... -23.855745 -22.878859 -24.499609]]",31.0434
09aa6df7,"[[-23.458942 -23.904526 -25.673018 ... -28.655659 -26.561005 -25.676987]
 [-24.374146 -26.557093 -25.957882 ... -25.676878 -25.401169 -27.204754]
 [-26.872921 -27.896027 -26.557148 ... -23.039127 -24.140131 -27.204754]
 ...
 [-24.374697 -27.896578 -27.201389 ... -25.134384 -24.623356 -24.140739]
 [-24.374697 -25.397804 -23.45966  ... -25.134384 -23.249043 -22.062817]
 [-24.87117  -24.619442 -23.679565 ... -25.134384 -21.525318 -19.798176]]","[[-29.92507  -28.651743 -25.957829 ... -25.961685 -26.87689  -23.68293 ]
 [-29.479597 -24.374201 -23.904636 ... -27.204645 -26.87689  -24.874641]
 [-24.374146 -24.374201 -27.541506 ... -26.560951 -27.2047   -24.874641]
 ...
 [-24.87117  -22.058847 -23.679565 ... -31.422262 -30.399267 -29.060387]
 [-24.87117  -22.245646 -23.679565 ... -25.677429 -29.060333 -29.484175]
 [-25.958324 -24.871225 -26.557697 ... -23.683372 -27.900494 -28.270216]]",38.9132
2d29483b,"[[-23.914284 -21.849974 -22.545296 ... -25.049637 -26.633341 -26.633341]
 [-26.066961 -24.348747 -23.914442 ... -26.348454 -27.876299 -28.217047]
 [-23.705055 -24.57445  -24.806166 ... -23.92001  -24.134567 -23.111595]
 ...
 [-27.871368 -27.54364  -26.923035 ... -27.233322 -27.877098 -28.572418]
 [-25.044785 -24.806881 -27.227833 ... -28.572258 -27.233402 -25.806362]
 [-22.191437 -22.728958 -28.566771 ... -25.295202 -23.920965 -22.734766]]","[[-23.105713 -22.545216 -26.922159 ... -27.232525 -26.927807 -26.927807]
 [-23.500593 -22.728083 -24.128922 ... -26.633263 -27.548492 -26.072845]
 [-25.799763 -26.342886 -26.0672   ... -22.92053  -26.348534 -30.155247]
 ...
 [-24.129637 -25.289555 -24.575321 ... -25.806206 -22.372643 -21.528769]
 [-27.54356  -24.575243 -24.575321 ... -25.295122 -23.30751  -22.372721]
 [-25.541258 -26.62849  -26.628571 ... -26.073563 -24.580971 -26.634296]]",33.1877
e1eb80f3,"[[-27.584042 -24.757528 -24.757528 ... -21.908142 -21.908142 -23.422625]
 [-25.78051  -26.940418 -26.341221 ... -21.736141 -21.567545 -21.567614]
 [-25.254    -27.584179 -26.635754 ... -21.567545 -23.422695 -23.422695]
 ...
 [-27.927511 -25.5161   -26.059216 ... -25.260773 -24.526384 -26.642458]
 [-25.783379 -29.037926 -26.943287 ... -25.260773 -24.526384 -28.65593 ]
 [-25.783379 -25.516169 -25.516239 ... -24.526384 -25.260908 -24.526522]]","[[-25.78051  -23.418591 -23.418591 ... -31.805143 -31.805143 -26.345186]
 [-25.513229 -26.056345 -29.035191 ... -27.260267 -27.260338 -26.060446]
 [-24.062286 -24.519613 -27.924915 ... -24.066319 -27.260403 -27.260403]
 ...
 [-23.630634 -24.065086 -23.630772 ... -25.787352 -25.520142 -23.84922 ]
 [-26.943218 -24.522345 -25.516169 ... -26.642391 -25.520142 -26.947327]
 [-26.943218 -27.586983 -26.638556 ... -23.021366 -24.069195 -25.260979]]",35.2954
